Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Sir Ramos Drugstore - Mabalas Balas],Price [Sir Ramos Drugstore - Mabalas Balas],In stock [Sir Ramos Drugstore - Mabalas Balas],Low stock [Sir Ramos Drugstore - Mabalas Balas],"Modifier - ""Biguerlai""","Modifier - ""Biofit""","Modifier - ""MX3 Coffee""","Modifier - ""Xanthone Coffee""","Modifier - ""Sante Barley Juice""","Modifier - ""UH Ferrous""","Modifier - ""Supracid""","Modifier - ""Chilli Plaster""","Modifier - ""Facemask Regular""","Modifier - ""VIP DC""","Modifier - ""4x4 Gauze Pad""","Modifier - ""Gloves"""
ascof-forte-syrup-120ml,11616,Lagundi (Ascof Forte) Syrup 120ml,Branded,,N,,,,,,,182.00,165.90,4800204032014,,,Y,Y,183.00,4.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
ascof-forte-syrup-60ml,10308,Lagundi (Ascof Forte) Syrup 60ml,Branded,,N,,,,,,,134.00,121.20,4800204032021,,,Y,Y,134.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
ascof-kids-syrup-120ml,11617,Lagundi (Ascof Kids) Syrup 120ml,Branded,,N,,,,,,,138.00,128.17,4800204018629,,,Y,Y,142.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
ascof-kids-syrup-60ml,10309,Lagundi (Ascof Kids) Syrup 60ml,Branded,,N,,,,,,,99.00,90.16,4800204018612,,,Y,Y,100.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lagundi-capsule-300mg,10451,Lagundi 300mg Tab,Generics,,N,,,,,,,3.00,1.05,,,,Y,Y,4.00,54.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
lagundi-capsule-600mg,10452,Lagundi 600mg Tab,Generics,,N,,,,,,,5.00,1.45,,,,Y,Y,5.00,45.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-l12,11277,Lampein L12,Diapers,,N,,,,,,,90.00,82.00,4806506319631,,,Y,Y,90.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-l4,11278,Lampein L4,Diapers,,N,,,,,,,33.00,29.84,4806506319730,,,Y,Y,33.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-m12,11280,Lampein M12,Diapers,,N,,,,,,,83.00,75.56,4806506319624,,,Y,Y,83.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-m4,11279,Lampein M4,Diapers,,N,,,,,,,30.00,26.43,4806506319723,,,Y,Y,30.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-nb-s12,11282,Lampein NB-S 12,Diapers,,N,,,,,,,75.00,68.01,,,,Y,Y,75.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-nb-s-42,11801,Lampein NB-S 42,Diapers,,N,,,,,,,255.00,232.00,,,,Y,Y,255.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-nb-s4,11281,Lampein NB-S4,Diapers,,N,,,,,,,28.00,22.80,4806506319716,,,Y,Y,28.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-xl12,11284,Lampein XL12,Diapers,,N,,,,,,,98.00,89.21,4806506319648,,,Y,Y,98.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-xl4,11283,Lampein XL4,Diapers,,N,,,,,,,39.00,33.88,4806506319747,,,Y,Y,39.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-xxl12,11317,Lampein XXL12,Diapers,,N,,,,,,,115.00,104.81,4806506319372,,,Y,Y,115.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lampein-xxl4,11316,Lampein XXL4,Diapers,,N,,,,,,,45.00,39.00,4806506319358,,,Y,Y,45.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lasix-40mg,10119,Lasix 40mg Tab,Branded,,N,,,,,,,38.00,34.20,,,,Y,Y,38.00,6.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
levetiracetam-500mg,11596,Levetiracetam 500mg Tab,Generics,,N,,,,,,,28.00,5.13,,,,Y,Y,20.00,187.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
levocetirizine,10453,Levocetirizine 5mg Tab,Generics,,N,,,,,,,7.00,1.15,,,,Y,Y,7.00,-131.000,300.000,N,N,N,N,N,N,N,N,N,N,N,N
levofloxacin,10454,Levofloxacin 500mg Tab,Generics,,N,,,,,,,25.00,5.50,,,,Y,Y,25.00,115.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
levopront-120ml,11366,Levopront 120ml,Branded,,N,,,,,,,769.00,698.46,,,,Y,Y,769.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
levopront,11343,Levopront 60ml,Branded,,N,,,,,,,478.00,434.24,,,,Y,Y,478.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
levothyroxine,10455,Levothyroxine 50mcg Tab,Generics,,N,,,,,,,5.00,1.53,,,,Y,Y,5.00,70.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-blue-navy-125ml,11756,Lewis & Pearl Cologne Blue Navy 125ml,General Merchandise,,N,,,,,,,65.00,55.65,,,,Y,Y,65.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-blue-navy-50ml,11747,Lewis & Pearl Cologne Blue Navy 50ml,General Merchandise,,N,,,,,,,35.00,28.90,,,,Y,Y,35.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-candy-kiss-125ml,11754,Lewis & Pearl Cologne Candy Kiss 125ml,General Merchandise,,N,,,,,,,65.00,55.65,,,,Y,Y,65.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-candy-kiss-50ml,11864,Lewis & Pearl Cologne Candy Kiss 50ml,General Merchandise,,N,,,,,,,35.00,28.90,,,,Y,Y,35.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-cool-fantasy-125ml,11753,Lewis & Pearl Cologne Cool Fantasy 125ml,General Merchandise,,N,,,,,,,65.00,55.65,4800047861390,,,Y,Y,65.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cool-fantasy-50ml,11745,Lewis & Pearl Cologne Cool Fantasy 50ml,General Merchandise,,N,,,,,,,35.00,28.90,,,,Y,Y,35.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-dream-125ml,11755,Lewis & Pearl Cologne Dream 125ml,General Merchandise,,N,,,,,,,65.00,55.63,,,,Y,Y,65.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-ice-water-125ml,11757,Lewis & Pearl Cologne Ice Water 125ml,General Merchandise,,N,,,,,,,65.00,55.65,4800047861062,,,Y,Y,65.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-ice-water-50ml,11865,Lewis & Pearl Cologne Ice Water 50ml,General Merchandise,,N,,,,,,,35.00,28.90,,,,Y,Y,35.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-new-york-beats-125ml,11759,Lewis & Pearl Cologne New York Beats 125ml,General Merchandise,,N,,,,,,,65.00,55.65,4800047865275,,,Y,Y,65.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-new-york-beats-50ml,11751,Lewis & Pearl Cologne New York Beats 50ml,General Merchandise,,N,,,,,,,35.00,28.90,,,,Y,Y,35.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-pink-passion-125ml,11752,Lewis & Pearl Cologne Pink Passion 125ml,General Merchandise,,N,,,,,,,65.00,55.65,4800047865565,,,Y,Y,65.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-rain-125ml,11760,Lewis & Pearl Cologne Rain 125ml,General Merchandise,,N,,,,,,,65.00,55.65,,,,Y,Y,65.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-rain-50ml,11866,Lewis & Pearl Cologne Rain 50ml,General Merchandise,,N,,,,,,,35.00,28.90,,,,Y,Y,35.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-cologne-rush-125ml,11758,Lewis & Pearl Cologne Rush 125ml,General Merchandise,,N,,,,,,,65.00,55.65,4800047865602,,,Y,Y,65.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-rush-50ml,11748,Lewis & Pearl Cologne Rush 50ml,General Merchandise,,N,,,,,,,35.00,28.90,,,,Y,Y,35.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pear-sweet-paris-50ml,11746,Lewis & Pearl Cologne Sweet Paris 50ml,General Merchandise,,N,,,,,,,35.00,28.90,,,,Y,Y,35.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-powder-chill-50g,11749,Lewis & Pearl Powder Chill 50g,General Merchandise,,N,,,,,,,29.00,22.90,,,,Y,Y,29.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-jasmine-50g-powder,11738,Lewis & Pearl Powder Jasmine 50g,General Merchandise,,N,,,,,,,27.00,21.70,,,,Y,N,27.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-powder-rain-50g,11768,Lewis & Pearl Powder Rain 50g,General Merchandise,,N,,,,,,,29.00,22.90,,,,Y,Y,29.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
lewis-&-pearl-powder-white-blush-50g,11750,Lewis & Pearl Powder White Blush 50g,General Merchandise,,N,,,,,,,25.00,20.60,,,,Y,Y,27.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
licealiz,10673,Licealiz Shampoo,Branded,,N,,,,,,,20.00,14.69,4800034080117,,,Y,Y,20.00,7.000,6.000,N,N,N,N,N,N,N,N,N,N,N,N
lifezar-100mg-tab,11762,Lifezar 100mg Tab,Branded / Unilab,,N,,,,,,,33.50,30.33,,,,Y,Y,33.50,20.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lifezar-50mg,10114,Lifezar 50mg Tab,Branded / Unilab,,N,,,,,,,26.50,24.06,,,,Y,Y,26.50,35.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
lilac-120ml,10666,Lilac Syrup 120ml,Branded,,N,,,,,,,282.00,313.04,8964001206248,,,Y,Y,345.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
lilac-60ml,10667,Lilac Syrup 60ml,Branded,,N,,,,,,,168.00,163.46,8964001206255,,,Y,Y,180.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
linagliptin-5mg-tab,11805,Linagliptin 5mg Tab,Generics,,N,,,,,,,28.00,8.40,,,,Y,Y,28.00,35.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
lipton-green-tea-sachet-1.5g,10920,Lipton Green Tea Sachet 1.5g,General Merchandise,,N,,,,,,,10.00,8.68,,,,Y,Y,12.00,57.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
listerine-cool-mint-100ml,11524,Listerine Cool Mint 100ml,General Merchandise,,N,,,,,,,60.00,52.04,8850007814290,,,Y,Y,60.00,3.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
listerine-cool-mint-250ml,11523,Listerine Cool Mint 250ml,General Merchandise,,N,,,,,,,135.00,122.56,,,,Y,Y,135.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
listerine-fresh-burst-100ml,11526,Listerine Fresh Burst 100ml,General Merchandise,,N,,,,,,,60.00,52.04,8850007814313,,,Y,Y,60.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
listerin-fresh-burst-250ml,11525,Listerine Fresh Burst 250ml,General Merchandise,,N,,,,,,,135.00,122.56,,,,Y,Y,135.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
liver-gold-f-capsule,11672,Liver Gold-F Capsule,Generics,,N,,,,,,,15.00,8.50,,,,Y,Y,15.00,34.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
liveraide,10120,Liveraide Cap,Branded,,N,,,,,,,19.00,17.40,,,,Y,Y,19.00,6.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
lola-remedios,10650,Lola Remedios,Branded,,N,,,,,,,12.00,10.01,8995227502234,,,Y,Y,12.00,6.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
lomotil,10122,Lomotil Tab,Branded,,N,,,,,,,13.50,12.16,,,,Y,Y,13.50,-3.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
diatabs,10061,Loperamide (Diatabs) Cap,Branded / Unilab,,N,,,,,,,8.50,7.63,,,,Y,Y,8.50,65.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
loperamide-+-simeticone-(diatabs-advance)-cap,11849,Loperamide + Simeticone (Diatabs Advance) Cap,Branded / Unilab,,N,,,,,,,18.00,16.98,,,,Y,Y,18.00,51.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
loperamide,10456,Loperamide 2mg Cap,Generics,,N,,,,,,,1.00,0.55,,,,Y,Y,2.00,201.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
claritin-10mg,10047,Loratadine (Claritin) 10mg Tab,Branded,,N,,,,,,,38.00,34.13,,,,Y,Y,38.00,2.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
loratadine-+-phenylephrine-(loraped)-5mg/5mg-syrup,11852,Loratadine + Phenylephrine (Loraped) 5mg/5mg Syrup,Branded / Unilab,,N,,,,,,,309.00,281.12,,,,Y,Y,309.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
loratadine,10457,Loratadine 10mg Tab,Generics,,N,,,,,,,5.00,1.20,,,,Y,Y,5.00,385.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
lord-blade,11881,Lord Blade,General Merchandise,,N,,,,,,,8.00,6.08,,,,Y,Y,8.00,46.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
lord-platinum-blade,11591,Lord Platinum Blade,General Merchandise,,N,,,,,,,10.00,6.00,,,,Y,N,10.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
losartan-50mg-tablet-(angel-50-blue),11099,Losartan (Angel-50) 50mg Tab,Generics,,N,,,,,,,4.00,1.35,,,,Y,Y,4.00,937.000,500.000,N,N,N,N,N,N,N,N,N,N,N,N
kenzar-100mg,11198,Losartan (Kenzar) 100mg Tab,Bellkenz,,N,,,,,,,17.00,11.96,,,,Y,Y,17.00,40.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
kenzar-50mg,11197,Losartan (Kenzar) 50mg Tab,Bellkenz,,N,,,,,,,13.00,9.03,,,,Y,Y,13.00,25.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
losartan-50mg-(natrasol-pink)-tab,10496,Losartan (Pink) 50mg Tab,Generics,,N,,,,,,,4.00,1.02,,,,Y,Y,4.00,231.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
losartan-100mg,10459,Losartan 100mg Tab,Generics,,N,,,,,,,5.00,1.82,,,,Y,Y,5.00,273.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
kenzar-plus,11200,Losartan Hctz (Kenzar Plus) 50/12.5mg Tab,Bellkenz,,N,,,,,,,18.00,12.25,,,,Y,Y,18.00,74.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
losartan-hctz-100/25,10461,Losartan HCTZ 100/25 Tab,Generics,,N,,,,,,,10.00,2.20,,,,Y,Y,10.00,95.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
losartan-hctz-50/12.5,10460,Losartan HCTZ 50/12.5 Tab,Generics,,N,,,,,,,6.00,1.50,,,,Y,Y,6.00,347.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
ls-bl-cream,10583,LS BL Cream,Generics,,N,,,,,,,40.00,31.25,6922748503015,,,Y,Y,40.00,107.000,60.000,N,N,N,N,N,N,N,N,N,N,N,N
ls-bl-soap-115g,10974,LS BL Soap 115g,General Merchandise,,N,,,,,,,45.00,46.00,,,,Y,Y,52.00,6.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
ls-bl-soap-papaya-115,11127,LS BL Soap Papaya 115g,General Merchandise,,N,,,,,,,52.00,46.00,,,,Y,Y,52.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
luseco-5mg-tab,11724,Luseco 5mg Tab,Bellkenz,,N,,,,,,,31.00,27.93,,,,Y,N,32.00,0.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
maalox,11212,Maalox Tab,Branded,,N,,,,,,,12.00,10.56,,,,Y,Y,12.00,25.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
macroset-(iv-set),11602,Macroset (IV Set),Generics,,N,,,,,,,50.00,19.50,4806519384978,,,Y,Y,50.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
malunggay-capsule,10462,Malunggay Cap,Generics,,N,,,,,,,5.00,1.05,,,,Y,Y,5.00,271.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
marvelon-pills,10587,Marvelon Pills,Branded,,N,,,,,,,325.00,292.85,840164518689,,,Y,Y,325.00,1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
master-fc-oil-control-135ml,11048,Master FC Blue 135ml,General Merchandise,,N,,,,,,,97.00,88.11,4806789440121,,,Y,Y,97.00,-1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
master-fc-oil-control-70ml,11286,Master FC Blue 70ml,General Merchandise,,N,,,,,,,55.00,50.48,48038614,,,Y,Y,56.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
master-fc-anti-pimple-135ml,11045,Master FC Green 135ml,General Merchandise,,N,,,,,,,97.00,88.11,4806789440152,,,Y,Y,97.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
master-fc-anti-pimple-70ml,11046,Master FC Green 70ml,General Merchandise,,N,,,,,,,55.00,50.48,4806789446826,,,Y,Y,56.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
master-fc-papaya-135ml,11404,Master FC Orange 135ml,General Merchandise,,N,,,,,,,97.00,88.11,4806789446833,,,Y,Y,97.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
master-fc-papaya-70ml,11405,Master FC Orange 70ml,General Merchandise,,N,,,,,,,55.00,50.48,4806789446826,,,Y,Y,56.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
master-fc-brightening-135ml,11047,Master FC White 135ml,General Merchandise,,N,,,,,,,82.00,88.11,,,,Y,Y,97.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
master-fc-brightening-70ml,11285,Master FC White 70ml,General Merchandise,,N,,,,,,,55.00,50.48,4800888176882,,,Y,Y,56.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-#1-30ml,11382,Maxi-Peel #1 30ml,Branded,,N,,,,,,,40.00,31.82,4800119214000,,,Y,Y,40.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-#1-60ml,11385,Maxi-Peel #1 60ml,Branded,,N,,,,,,,60.00,53.91,4800119214017,,,Y,Y,65.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-#2-30ml,11383,Maxi-Peel #2 30ml,Branded,,N,,,,,,,40.00,34.20,4800119211788,,,Y,Y,40.00,9.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-#2-60ml,11386,Maxi-Peel #2 60ml,Branded,,N,,,,,,,65.00,58.90,4800119211795,,,Y,Y,68.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-#3-30ml,11384,Maxi-Peel #3 30ml,Branded,,N,,,,,,,45.00,37.29,4800119211641,,,Y,Y,45.00,2.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-#3-60ml,11387,Maxi-Peel #3 60ml,Branded,,N,,,,,,,75.00,62.94,4800119211658,,,Y,Y,75.00,2.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-concealing-cream-10g,10866,Maxi-Peel Concealing Cream 10g Fair Sachet,Branded,,N,,,,,,,26.00,21.61,4800119218442,,,Y,Y,26.00,1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-sunblock-15g-sachet,11790,Maxi-Peel Sunblock 15g Sachet,General Merchandise,,N,,,,,,,35.00,28.98,,,,Y,Y,35.00,-6.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-sunblock-25g,11358,Maxi-Peel Sunblock 25g Box,Branded,,N,,,,,,,55.00,46.79,,,,Y,Y,55.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-sunblock-8g,10883,Maxi-Peel Sunblock 8g Sachet,Branded,,N,,,,,,,20.00,16.39,,,,Y,Y,20.00,14.000,12.000,N,N,N,N,N,N,N,N,N,N,N,N
maxi-peel-zero-50ml,11381,Maxi-Peel Zero 50ml,Branded,,N,,,,,,,75.00,65.98,4800119235531,,,Y,Y,75.00,4.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
maxvit,11214,Maxvit Cap,Branded / Unilab,,N,,,,,,,16.50,14.84,,,,Y,Y,16.50,26.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
antiox-20mg-30ml,11178,Mebendazole (Antiox) 20mg Syrup,Branded,,N,,,,,,,399.00,369.67,4800346000209,,,Y,Y,407.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
mebendazole-500mg-tab,11543,Mebendazole 500mg Tab,Generics,,N,,,,,,,10.00,3.95,,,,Y,Y,10.00,16.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
bonamine,10033,Meclizine (Bonamine Adult) Tab,Branded,,N,,,,,,,14.00,14.09,,,,Y,Y,16.00,-24.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
bonamine-kids-chew-tab,11309,Meclizine (Bonamine Kids) Tab,Branded,,N,,,,,,,11.00,9.86,,,,Y,Y,11.50,28.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
medicine-cup,11563,Medicine Cup,Generics,,N,,,,,,,10.00,4.50,,,,Y,Y,10.00,4.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
medicol-200mg,10007,Medicol 200mg Cap,Branded / Unilab,,N,,,,,,,8.00,6.60,,,,Y,Y,8.00,165.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
medicol-400mg,10123,Medicol 400mg Cap,Branded / Unilab,,N,,,,,,,13.00,11.56,,,,Y,Y,13.00,15.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
medifortan-as,10124,Medifortan AS Cap,Branded,,N,,,,,,,23.00,20.36,,,,Y,Y,23.00,15.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
mefenamic-acid-capsule-250mg,10463,Mefenamic Acid 250mg Cap,Generics,,N,,,,,,,2.00,0.53,,,,Y,Y,2.00,52.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
mefenamic-acid-tab-500mg,10465,Mefenamic Acid 500mg (Yellow) Tab,Generics,<p>Yellow Tab</p>,N,,,,,,,2.00,1.08,,,,Y,Y,3.00,287.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
mefenamic-acid-capsule-500mg,10464,Mefenamic Acid 500mg Cap,Generics,,N,,,,,,,2.00,0.67,,,,Y,Y,2.00,576.000,500.000,N,N,N,N,N,N,N,N,N,N,N,N
mefenamic-acid-syrup-60ml,10563,Mefenamic Acid 50mg Syrup 60ml,Generics,,N,,,,,,,30.00,15.50,4806527190394,,,Y,Y,30.00,10.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
meloxicam,10466,Meloxicam 15mg Tab,Generics,,N,,,,,,,8.00,1.30,,,,Y,Y,8.00,346.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
memoplus-gold,10642,Memoplus Gold Cap,Branded,,N,,,,,,,16.00,13.80,,,,Y,Y,16.00,30.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
mena-facial-cream-3g,11370,Mena Facial Cream 3g,Branded,,N,,,,,,,25.00,19.55,8859070611034,,,Y,Y,25.00,9.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
memptin-syrup-60ml,11619,Meptin Syrup 60ml,Branded,,N,,,,,,,236.00,207.57,4800350107611,,,Y,Y,236.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
metfor-xr,11199,Metformin (Metfor XR) 750mg Tab,Bellkenz,,N,,,,,,,13.00,8.84,,,,Y,Y,13.00,40.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
normax-500mg,11620,Metformin (Normax) 500mg Tab,Bellkenz,,N,,,,,,,9.00,6.30,,,,Y,Y,9.00,20.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
sucranorm,11201,Metformin (Sucranorm) 850mg Tab,Bellkenz,,N,,,,,,,9.75,6.83,,,,Y,Y,10.00,56.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
metformin,10467,Metformin 500mg Tab,Generics,,N,,,,,,,2.00,0.68,,,,Y,Y,2.00,949.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
methycobal-500mcg-tab,11342,Methycobal 500mcg Tab,Branded,,N,,,,,,,24.00,20.57,,,,Y,Y,24.00,15.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
methyldopa,10125,Methyldopa 250mg Tab,Generics,,N,,,,,,,10.00,3.10,,,,Y,Y,10.00,34.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
methylgometrine,11802,Methylergometrine Maleate Tab (Methergine),Generics,,N,,,,,,,18.00,7.00,,,,Y,Y,18.00,6.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
methylprednisolone-16mg-tablet,11126,Methylprednisolone 16mg Tab,Generics,,N,,,,,,,16.00,4.90,,,,Y,Y,16.00,40.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
metoclopramide-capsule,10468,Metoclopramide 10mg Tab,Generics,,N,,,,,,,5.00,0.68,,,,Y,Y,5.00,90.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
metoclopramide-syrup-60ml,10564,Metoclopramide Syrup 60ml,Generics,,N,,,,,,,40.00,13.80,4806520350832,,,Y,Y,40.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
metoprolol-100mg,10470,Metoprolol 100mg Tab,Generics,,N,,,,,,,4.00,1.02,,,,Y,Y,4.00,38.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
metoprolol-50mg,10469,Metoprolol 50mg Tab,Generics,,N,,,,,,,2.00,0.58,,,,Y,Y,3.00,121.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
metronidazole-(ambidazol),11668,Metronidazole 125mg Syrup 60ml,Generics,,N,,,,,,,40.00,14.50,4806520350566,,,Y,Y,40.00,8.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
metronidazole-tablet,10471,Metronidazole 500mg Tab,Generics,,N,,,,,,,5.00,0.79,,,,Y,Y,5.00,445.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
